,Description,True Label,Top1,Proba Top1,Top2,Proba Top2,Top3,Proba Top3
194203,REOLINK 4 MP 16 CH POE SECURITY CAMERA SYSTEM FOR HOME,8525,8525,0.33774760365486145,9022,0.11351753771305084,9015,0.11290859431028366
215449,USED 2011 NISSAN JUKE CHASSIS No YF 15 - 045923,8703,9031,0.37139564752578735,9026,0.20353180170059204,9024,0.19802412390708923
175118,TUBE ID 3 / 8 BSW F 32 FT LONG 11 X 22 MM FLEXIBLE DRIVE C / W,8483,7304,0.6931809186935425,8455,0.15945538878440857,7306,0.05842626467347145
91605,391 - 407 MM THOMAS COUPLING,7307,8483,0.42847052216529846,8431,0.18382582068443298,7307,0.114101842045784
70629,SPORT T - SHIRT MATERIAL COTTON,6109,6109,0.684386134147644,6114,0.09214544296264648,6105,0.0886337012052536
143554,COTTON BUCKET,8431,3923,0.12597082555294037,3926,0.05955468490719795,4819,0.05501030012965202
139731,1126000585 PISTORA NERA DI SOFFISGGIO STT SIR GUN BLOWING W / CURVED NOZZLE PLASTIC 1151 / U,8424,8477,0.6223592758178711,8424,0.2521483302116394,8515,0.025873104110360146
58800,USED KICHEN WARE,4419,7616,0.11841869354248047,7615,0.1086735874414444,7323,0.07702731341123581
237608,PEDAL Y TYPE,8714,7318,0.6319002509117126,7307,0.1510479599237442,8487,0.06376788765192032
186633,GRIMAC COFFEE MACHINE,8516,7013,0.13602285087108612,7323,0.06728076934814453,6912,0.06035563349723816
200483,JUNCTION CIRCUIT BOARD,8536,8534,0.638110876083374,8538,0.0927078127861023,8542,0.04961196333169937
266777,STATIONARY - ITEM - SEAL - 840 - SELF - INKING - COMPANY - STAMP HL - 460,9611,4811,0.6174455881118774,4802,0.14614447951316833,4821,0.08547081053256989
254113,CARCASE,9403,9401,0.5705114603042603,9403,0.4214167296886444,9402,0.0020398178603500128
93578,3 15 MM VYTEC MILD STEEL - CODE E / 6013 / 32 / V,7308,8506,0.20639050006866455,9015,0.20122577250003815,8521,0.155117467045784
248042,CLINDIAG SERUM CUPS FOR FA 200 / 300 200 PCS / BAG ,9027,3822,0.5133387446403503,7017,0.189666286110878,9027,0.1268869787454605
23436,STERILE COTTON SWABS 100 ,3005,7323,0.3197852373123169,3924,0.10434333235025406,8516,0.07374726980924606
92696,JASON T - PIECE 90 PP 25 MM CLAMP 16 BAR BLACK / BLUE DVGW / KIWA WRAS,7307,3917,0.5369483232498169,7307,0.40647903084754944,7326,0.03389381989836693
229604,SUN GEAR 17 T,8708,8708,0.8328874707221985,8483,0.1473347395658493,8714,0.005409358534961939
177926,SERVO MOTOR 7224085 R,8501,8438,0.4418305456638336,8516,0.13084347546100616,8437,0.10891619324684143
9149,BC VANILLA CAKE MI 249 450 G,1905,1905,0.9918747544288635,1806,0.0038428157567977905,1904,0.002200082177296281
260981,Carry Bear 70 cm,9503,9503,0.9928492307662964,8715,0.003903120057657361,6111,0.0018167783273383975
50309,BELT V 9.5 X TEETH 9.5 X 1050 La BRAND FUJUUNITA,4010,4010,0.9580491185188293,3917,0.01843501254916191,9018,0.01515569631010294
257380,SCATTER CUSHION COVERS,9404,9404,0.5446454286575317,6304,0.22349315881729126,6302,0.06440698355436325
127236,PIPETTE,8413,8471,0.3405773639678955,8523,0.20731325447559357,4820,0.10811326652765274
200055,FUSE MINI 25 A 32 V,8536,8536,0.9197392463684082,8535,0.07398375868797302,8538,0.004321774933487177
219165,USED TOYOTA RACTIS CHASS SCP 100 - 0009386,8703,8421,0.13677799701690674,8504,0.10051430761814117,9032,0.09004180878400803
245531,STENT RSINT 22530 X MICROTRAC 2.25 X 30 RX,9021,3506,0.9797510504722595,3214,0.014193177223205566,3505,0.0030957600101828575
174721,SPARE FOR GRAB GRAB COUPLER / CONNECTOR,8483,7307,0.19179533421993256,3917,0.08773274719715118,7303,0.08212912082672119
218522,USED TOYOTA LAND CRUISER VAN,8703,8704,0.27154862880706787,8703,0.2656122148036957,8504,0.21854835748672485
166147,VALVE GP - VALVE GP - SOL 1270575 1361679,8481,8431,0.8322272896766663,8412,0.04517978057265282,8413,0.023498158901929855
3447,PRINGLES,1105,2106,0.5224145650863647,3004,0.15660880506038666,3304,0.09036621451377869
27280,BABY JELLY 20 X 72 PCS SIZE 120 GM,3304,3304,0.779731035232544,3305,0.19102028012275696,6704,0.014797753654420376
242432,BIPOLAR HIGH FREQUENCY CORD FOR KARL STORZ AUTOCON III 400 LENGTH 400 CM WITH RFID CODING SYSYTEM,9018,9018,0.9946422576904297,3002,0.00267565855756402,3926,0.0015048240311443806
36278,HTH CLEAR BLU,3824,4010,0.6048663854598999,5910,0.1511247754096985,8545,0.14525116980075836
102403,1 7 8 Weatherford Spring Jar Red Kit 400 1875 90 0,7320,9015,0.626549482345581,9026,0.09162133932113647,8205,0.09067213535308838
123374,EMGINE REPAIR KIT,8409,8412,0.3541027009487152,8409,0.2351997047662735,8407,0.12096431106328964
112372,SOCKET SPANNER SET 1 / 2 6 PTS,8204,8204,0.9990743398666382,8607,0.00037288430030457675,8546,7.419251778628677e-05
131514,FUENACE HEAD,8416,2936,0.2723630964756012,2106,0.23402583599090576,2309,0.1020367369055748
184643,REFRECTOR,8512,8430,0.27300119400024414,8431,0.09842478483915329,8411,0.05857145041227341
137688,STANDARD S . M . I CAGE FOR ABOVE COMPLETE WITH METAL UPON VENTURI EPOXY COATED,8421,8422,0.22752121090888977,8421,0.09520095586776733,8479,0.07838484644889832
29598,ANT BACTERIAL SOAP,3401,3401,0.8297418355941772,3402,0.168136864900589,3304,0.001075653126463294
109379,ALUMINIUM ASSEMBLY STAGE UNASSEMBLED ,7616,9619,0.8609715104103088,3306,0.050653908401727676,4821,0.017067749053239822
135985,FILTER FUEL . 2000,8421,3506,0.6225378513336182,8422,0.11654771119356155,3505,0.0987062007188797
252582,BED AND STOOL,9401,9401,0.6694215536117554,9403,0.32280677556991577,9404,0.005056394729763269
55238,RETAINER AND SEAL - CRAN,4016,1704,0.9998997449874878,1905,3.427234332775697e-05,1902,1.3595281416201033e-05
132152,MARKETING MATERIAL SUPER 45 BUDWEISER CLADDING FRONT FACING CLADDING INCLUDES A SET OF 2 SIDE DECALS,8418,7324,0.46698376536369324,8424,0.17821131646633148,8205,0.16268290579319
74717,MUSLIM DRESS BAIBUI ,6208,6112,0.2372400462627411,6211,0.16004794836044312,6107,0.10774125158786774
39906,JG - PLUG IN ANGLE CONNECTOR D 8,3917,8481,0.3800542950630188,3917,0.3621121644973755,7307,0.0836787149310112
164282,FRL WITH GAUGE,8481,9026,0.2137102633714676,9031,0.13092295825481415,9017,0.09724944829940796
146634,COMPETE PLOUGH UNASSEMBLED KISHAN BUFFALO,8432,8432,0.999835729598999,8427,0.00012244180834386498,8433,2.0614679669961333e-05
8875,KELLOGSS COCOPOS,1904,3926,0.22498145699501038,9018,0.0820494145154953,9503,0.06753627210855484
196016,AXIS T 8129 EXTENDER ALIMENTARE,8529,9006,0.4146166443824768,8525,0.23867017030715942,9002,0.1571432203054428
178164,500 KVA DIESEL GENERATOR ENGINE,8502,8501,0.5132189393043518,8503,0.1957469880580902,8502,0.13687664270401
240783,VISION RESEARCH PHANTOM CINESTATION IV,9007,6307,0.10443229973316193,9018,0.08923385292291641,9023,0.06444461643695831
180361,SUPPLY OF 15 MVA 66 / 33 KV POWER TRANSFORMER WITH ACCOCIATED ACCESSORIES,8504,8518,0.8829545974731445,8509,0.07007333636283875,8519,0.01618736796081066
17713,RECYCLE BASE OIL SN 300,2710,2710,0.9789044260978699,3403,0.013401082716882229,3819,0.004522513598203659
16383,CRUSHED ROCK SAMPLES BETWEEN 1 - 2 KG EACH SOILS STANDARD REFERENCE MATERIALS,2517,6806,0.03911117836833,2520,0.022946368902921677,2517,0.02083408832550049
127859,SENA PUMP 1 25 HP,8413,2106,0.1663539707660675,3304,0.14404767751693726,3004,0.10891229659318924
93964,HDG TRIANGLE CROSSARM,7308,2103,0.40904107689857483,2202,0.2554285526275635,0405,0.1782967746257782
81221,SWIMMING CAP,6505,6505,0.6517926454544067,6506,0.20963692665100098,6504,0.130220428109169
201795,RELAY MN 12,8536,8536,0.18976260721683502,2710,0.12586025893688202,8504,0.06996893137693405
75556,FACE TOWEL 30 * 30 FACE,6213,6302,0.38931378722190857,5802,0.253874272108078,6304,0.1532870978116989
221289,NISSAN NP 300 YD 25 4 WD D / C STANDARD WHITE MODEL AR 0006 CHASSIS ADNCPUD 22 Z 0089582 ENGINE YD 25960469 T,8704,8428,0.24209390580654144,8408,0.17327694594860077,8407,0.12339124828577042
130358,REAR AMBULANCE COMPARTMENT FAN ASSISTED VENT WITH DIVISION ONLY ,8414,8414,0.9372249841690063,8409,0.01722579263150692,8411,0.01052252110093832
161603,GGD 020 HONING WHEEL 0 MK 475,8478,8431,0.46575039625167847,8205,0.15251877903938293,8302,0.08429641276597977
2477,CHAI,0902,8517,0.16942398250102997,8704,0.12846218049526215,8504,0.11985884606838226
99581,NUT HEX FLAT WASHER 8 MM FOR BUCKET BOLT,7318,7318,0.9937167763710022,7415,0.005211514420807362,7616,0.0001729666255414486
63066,PAPER CUP 9 OZ WITH HANDLE 1000 HOTPACK PC 9 H 1000 PCS ,4823,4819,0.521240770816803,4823,0.22545579075813293,3923,0.1923205852508545
266104,PEN BALL - POINT BLUE / BOX - 10 FILE 21033524,9608,9608,0.9988195300102234,9609,0.0005112714134156704,3926,0.00022178930521477014
211516,INTERNATIONAL TRACTORS LTD SONALIKA,8701,8481,0.4636245667934418,3917,0.0968787670135498,8424,0.07678887248039246
41910,Reflective stickers yellow each,3919,3919,0.8804625868797302,5906,0.03076985664665699,4811,0.021617773920297623
173154,Fixed Disk,8483,6506,0.26349547505378723,4203,0.08562080562114716,6212,0.08490635454654694
188291,BATON,8517,8526,0.3821149170398712,9106,0.20003949105739594,8543,0.12659625709056854
207604,35 MM X 4 C PSC / XLPE / PVC,8544,3917,0.5226090550422668,3926,0.21252794563770294,3919,0.06688463687896729
11110,CONFECTIONERY,2101,0802,0.07030224055051804,2008,0.06988827139139175,2106,0.058314282447099686
243299,KEEORTHESIS,9018,9018,0.9953368306159973,9021,0.003462250344455242,9019,0.0005151911173015833
33121,DUME 40 EC DIMETHOATE 40 % EC PACKING IN 250 ML / BOTTLE 10 L / CARTON,3808,3808,0.9926404356956482,3824,0.005412540398538113,2309,0.0009940780000761151
115523,FURNITURE TRANSPORT TOOL,8207,8205,0.3096682131290436,8207,0.11963941156864166,8206,0.10664796084165573
92583,HB TEE 40 MM,7307,3917,0.42837896943092346,7307,0.37304046750068665,7306,0.07855648547410965
259752,SPORTLIGHT RUBBER 12 V 55 W HALOGEN,9405,4016,0.5095875263214111,4005,0.19257518649101257,4008,0.1434778869152069
16857,AGO NAVIG 8 PRIDE,2710,2710,0.9997228980064392,3819,0.00019239165703766048,3403,7.471058052033186e-05
249283,SPEED INDICATORS,9029,9029,0.43962031602859497,8708,0.27074241638183594,8483,0.12799715995788574
170348,CLUTCH RELEASING BEARING,8482,8708,0.6308732032775879,8483,0.3465573787689209,6813,0.010196123272180557
48361,PVC ARTICLES INCL . FOR RELIGIOUS PURPOSES ,3926,8544,0.44819971919059753,8518,0.2860933840274811,8517,0.08104478567838669
134225,ATLAS 30 5 MIC SPUN SEDIMENT CARTRIDGE,8421,9026,0.2763921022415161,8481,0.22833456099033356,8421,0.13745556771755219
78772,USED CLOTHING GRADE 2 ,6309,8536,0.13343408703804016,8542,0.1045398861169815,8543,0.06879637390375137
122122,Stainless steel argon arc welding wire,8311,8544,0.2648738920688629,7312,0.13113388419151306,7217,0.07671449333429337
233034,NEW CKD MOTORCYCLE HUONIAO CHS LJEPCJL 06 MA 020092 125 CC YOM 2021,8711,8711,0.9999980926513672,8703,8.139490432768071e-07,6109,6.920768100826535e-07
8230,GRACE GREEN BANANA CHIP 85 G,1902,1904,0.723444402217865,2005,0.10298763960599899,1905,0.06008954346179962
226806,GEARBOX COVER,8708,8483,0.4869058132171631,8708,0.14725257456302643,8448,0.12011661380529404
69475,SWEATSHIRT COTTON STRETCH,6105,2106,0.21011166274547577,3004,0.11772577464580536,1702,0.10941784828901291
89533,PRIME PREPAINTED GALVALUME STEEL COILS SIZE . 0.250 MM BMT X 1000 MM X C MAROON,7210,3916,0.16793246567249298,7210,0.13872800767421722,7212,0.11219268292188644
189811,MOBILE PHONE S 4,8517,8517,0.9288083910942078,8471,0.02341381087899208,4202,0.007627151906490326
131240,DAIKIN BRAND NEW SPLIT TYPE AIR CONDITIONERS 21033913,8415,8467,0.30906984210014343,8414,0.09933646023273468,8502,0.09845294058322906
175823,FULL GASKET SET CUMMINS 5220529920 PQB,8484,8484,0.983965277671814,4016,0.010767599567770958,8413,0.002227264456450939
219414,USED TOYOTA RAV 4 2006 SILVER AT PETROL 2360 CC ACA 36 - 5009046 COOJPN,8703,3808,0.7990691065788269,8516,0.05585819482803345,9018,0.03899913281202316
52571,OTANI 18.4 - 38 / 10 F 39 TT T ,4011,8474,0.9639928340911865,4012,0.025813929736614227,4013,0.007517621386796236
176592,SEAL BUSHING,8484,4016,0.6460577249526978,8484,0.3305259644985199,8487,0.011266329325735569
185154,M 7 R . 2 C 8558 LAMP INSPECTION 5 W LED,8513,8513,0.4065030813217163,8539,0.32447585463523865,9405,0.22136743366718292
193300,KCB Tanzania Cards 25,8523,6307,0.9843747019767761,6305,0.011211493983864784,3005,0.0016061461064964533
45009,PLASTIC PACKAGING MATERIAL,3923,8544,0.6864773035049438,3917,0.284148633480072,8547,0.01624157279729843
79083,700 BAGS OF EVA SLIPPERS,6402,3923,0.2508009672164917,7010,0.19872596859931946,3003,0.09642010182142258
19013,SEALANT BATCH NO 315 N . W 70 ML 1016322 ,2833,2208,0.38846510648727417,0203,0.21579194068908691,0403,0.18921375274658203
202447,SUPPLY MODE ABB ACS 800 - 704 - 0640 - 7 DSU D 4 380 - 690 V,8536,8544,0.44035136699676514,8708,0.15026280283927917,8413,0.08505452424287796
190129,OPTICAL CABLE PARTS DLC / PC DLC / PC DLC / PC MULT - MODE 80 M . 2 CORE 0.03 M / 0.34 GYFJH - 2 A 1 A OM 2 7 MM . 2 MM LSZH ARMORED BRANCH,8517,8477,0.2434946745634079,8424,0.15467111766338348,8479,0.10702145099639893
118956,THUMB LOCK,8301,9606,0.25048017501831055,8305,0.23634441196918488,7317,0.18110071122646332
182079,CENTRAL,8509,8483,0.9911220073699951,8409,0.0032841581851243973,8413,0.0016592463944107294
404,VARIUS MEAT CUTS,0208,8529,0.011919152922928333,8522,0.011008502915501595,9006,0.01054694876074791
40465,PVC FITTINGS UDTC 01 COUPLING 40,3917,3925,0.6590121984481812,3921,0.06661263853311539,3926,0.05226976051926613
162843,CONCRETE PLASTIC MOULD,8480,8480,0.4736296832561493,8477,0.3501340448856354,8441,0.04058874770998955
206415,SKKT 162 / 18 E THYRISTOR POWER BLOCK,8541,8708,0.4390370547771454,7007,0.33217665553092957,8707,0.04836298152804375
59981,DUPLEX BOARD GREAY BACK,4810,9609,0.12495289742946625,9608,0.10729578882455826,4823,0.08404576033353806
43543,DKL . M 310 URINE FLUSH VALVE,3922,8536,0.4090408980846405,8542,0.21671563386917114,8538,0.16712693870067596
184152,HEADLAMP LEFT,8512,8512,0.978865921497345,9405,0.006778310518711805,8714,0.006635432131588459
251985,TIME ATTENDANCE REGISTER,9106,9106,0.4465574324131012,9107,0.18737967312335968,9030,0.07854297012090683
95422,TROLLEY CABLE 100 T CABLE LG 137 M STL,7312,8202,0.4050150215625763,8205,0.25004541873931885,8203,0.0575881227850914
90500,GABION MATTRESS 3 * 1 * 0.3 M ZINC,7223,8536,0.0024932411033660173,3822,0.0024451909121125937,8544,0.002444589277729392
14650,MARTINI ROSSO VERMOUTH 6 X 75 CL GEX 15 % RO EP 16,2205,0909,0.009608115069568157,3823,0.008813869208097458,0801,0.00881078839302063
65016,PICTURES JOHANNESBURG SOUTH AFRICA TEMPLE 5.5 X 11,4911,4911,0.8999593257904053,4905,0.057848770171403885,4901,0.031167516484856606
192016,PA WALL SPEAKER ASX - 612 BT,8518,8518,0.07795034348964691,9503,0.07394297420978546,8509,0.07319024950265884
92900,NIPPLE ST JIC M 3 4 IN X JIC M BH 1 2 IN WITH LOCK NUT,7307,3917,0.2903135418891907,9030,0.2339777648448944,8507,0.17868053913116455
180273,SPARE PARTS FOR BLOW MOULDING MACHINE - AC DISPLAY DRIVE,8504,8414,0.19133584201335907,8413,0.16464293003082275,8467,0.09056812524795532
208041,CABLE COIL,8544,8474,0.04033399373292923,6813,0.03477652743458748,8425,0.026735207065939903
141397,DOUBLE GIRDER OVERHEAD CRANE,8426,8421,0.7410112023353577,8409,0.08371733874082565,2710,0.026816731318831444
75029,EMERY ROSE PLUS CUT AND SEW SCALLOP TRIM DRESS,6210,6404,0.41221028566360474,6406,0.11517338454723358,6401,0.07395444810390472
110625,NUMERICAL BLADE,8202,9503,0.960608184337616,9506,0.01946743205189705,9508,0.0072953589260578156
186161,CANTEEN MICROWAVE,8516,1209,0.33284372091293335,8516,0.31093505024909973,1902,0.146377295255661
83398,SPARE PARTS FOR RE - ROLLING MILL & FURNACE,6814,8411,0.016491247341036797,8424,0.014690005220472813,8409,0.013694080524146557
45120,PRINT RECLOSABLE STATIC SHIELDING BAGS,3923,4202,0.6970215439796448,6305,0.1582764983177185,4817,0.04781222715973854
17818,TECHINICAL WHITE OIL LIGHT EX / GR - 1,2710,2710,0.8877207040786743,3820,0.05428212136030197,3819,0.027033274993300438
14180,ASSORTED BEVERAGE WINE ,2204,2204,0.998838484287262,2208,0.0006302722613327205,6402,0.000430066604167223
1213,KINDER MINI CHOC PCH T 12,0405,7307,0.8762893080711365,7318,0.019435035064816475,8547,0.01280184369534254
26504,MIX ENERGY FLAVOURING 113959,3302,3304,0.9406325221061707,3307,0.0433858223259449,3305,0.006291969213634729
168143,BEARING 56425 / 56650 BRAND BW,8482,8425,0.23694515228271484,8431,0.13337567448616028,8427,0.11400776356458664
12473,DD PROV GLACE CHERRIES 100 G,2106,2106,0.37937137484550476,3304,0.24762998521327972,0402,0.08904173225164413
84490,WOOD SOUL COTTON,6907,0802,0.01219024695456028,0806,0.010800131596624851,0906,0.010238722898066044
84763,KID WHITE BATH BASIN,6910,7326,0.15920211374759674,9506,0.10309220105409622,7323,0.0971127524971962
143095,BIT END R . H . BULLDOZER TOOLBOX ,8431,8431,0.27548837661743164,8537,0.24523817002773285,8538,0.07448431104421616
15018,BOMBAY SAPPHIRE 100 CL 47 % ,2208,2208,0.9918396472930908,0203,0.0013879588805139065,2204,0.0008612420642748475
168041,BEARING 51110 BRAND BW,8482,8427,0.37458178400993347,8467,0.19497983157634735,8425,0.10359656810760498
125174,PR 54 R HAMMER,8412,8206,0.07418957352638245,8467,0.07078923285007477,8204,0.06974129378795624
175681,COMPRESSION RING 2.50 IN TAPER FACED,8484,8536,0.9532306790351868,8535,0.0262894369661808,8538,0.0060588885098695755
23905,510 LITRES OF TECAMIN MAX FERTILIZER,3105,7607,0.39845719933509827,6806,0.11799801886081696,3005,0.08521157503128052
38662,Wannate HB 75,3911,8479,0.15687710046768188,8462,0.10889475047588348,8438,0.10411213338375092
44383,CONTAINING BOX,3923,3926,0.2545730769634247,4819,0.23772920668125153,3923,0.22503186762332916
181169,Sony cr 1632 batteries,8506,8527,0.31314483284950256,9403,0.09318739920854568,8427,0.0833548754453659
137335,PURE WATER CARTRIDGE OMNIA 067,8421,8708,0.30555224418640137,8714,0.27227914333343506,8409,0.0486268475651741
34682,ALB 2 300 T COBAS C INTEGRA,3822,8536,0.322232723236084,7307,0.24744851887226105,7412,0.18326103687286377
155452,THREE CLAW HYDRAULIC PULL,8467,3926,0.056182924658060074,6307,0.05455752834677696,3304,0.042992450296878815
124729,ACTUATOR PNEUMATIC PART NO 921190 - 11350532 TYPE DOUBLE ACTING MATERIAL ALUMINIUM ANODIZED SEATED,8412,8412,0.871788501739502,8474,0.08517604321241379,8479,0.018502531573176384
2245,FRESH CIRTUS,0805,0902,0.0626426488161087,0910,0.05444690212607384,2209,0.04991244524717331
248851,UV / VI IS SPECTROPHOTOMETER BK - D 5 - 590,9027,9001,0.23780430853366852,9002,0.17477712035179138,9006,0.11209549009799957
106079,FLIGHT CASE ANGLE CUTTER,7326,7216,0.16027367115020752,7308,0.06534148752689362,7326,0.05532235652208328
217064,USED TOYOPTA LAND CRUISER PRADO,8703,8536,0.25675147771835327,8504,0.18498015403747559,8535,0.136832594871521
37762,1500 KGS OF PVP K 30,3905,6207,0.12246543169021606,6114,0.07583615183830261,6111,0.07220257073640823
229382,STABILISER LINK 04 SKV 003,8708,7307,0.7888146042823792,8483,0.10036613047122955,8431,0.01950109377503395
161529,VENTURI UPPER PART,8477,8466,0.16996532678604126,8207,0.13588349521160126,8431,0.056983791291713715
197207,ELEDTRICAL CAPACITOR 22.5 MFD 520 SR . NO . 17103009 & 20080807 ,8532,8443,0.873261570930481,3707,0.06276501715183258,8471,0.05740766599774361
45569,ANAASA HD BLACK KNIFE 20 PCS X 50 PKTS ,3924,8211,0.6476415395736694,8215,0.0757523849606514,3924,0.06825564056634903
128592,WSD 20 - 15 400 V SUBMERSIBLE DEWATERING PUMP PUMP COMPLETE WITH 400 V INTELLEGENT PUMP CONTROL FLOAT SWITCH 5 M AND 50 MM STAND PIPE C / W 150 # FLANGE,8413,8536,0.40387552976608276,8511,0.3813759982585907,8544,0.06567157804965973
249240,ODOMETER SET,9029,9031,0.1454218327999115,9017,0.06582464277744293,8422,0.048538245260715485
176204,Industrial Refrigeration Spares - s,8484,8484,0.3746767044067383,4016,0.2271498143672943,8487,0.030830079689621925
24753,DECK DRESSING 1 LITRE DEEP BROWN,3208,3405,0.5567979216575623,3214,0.3671127259731293,6105,0.03203997761011124
240393,POLYCARBONATE LENS ,9004,9002,0.5165241360664368,9001,0.31022512912750244,9006,0.07917649298906326
104632,STAINLESS STEEL ICING TIP,7323,8511,0.05574860796332359,9503,0.04494623467326164,8714,0.034126583486795425
226326,FACE FR BUMPER,8708,8419,0.15505138039588928,8418,0.0913035124540329,8421,0.07391784340143204
210606,CABLE TIES,8547,6215,0.43732309341430664,7117,0.1399131566286087,6406,0.03993332013487816
70234,CLAYTON MENS SHIRT - S / S - MED,6109,6109,0.9981997013092041,0403,0.0013401287142187357,6105,0.00028663515695370734
9920,RITTERDCHOCHAZELNUT 100 G,1905,2005,0.37591806054115295,2004,0.2207055389881134,1904,0.15997588634490967
16527,SUPER WHITE,2522,7306,0.21475207805633545,3917,0.18507146835327148,7304,0.17622259259223938
259417,PEN LAMP,9405,9405,0.8972780108451843,8539,0.08138030022382736,8513,0.014208978973329067
144512,KALMAR FORKLIFT SPARES,8431,8431,0.9595782160758972,8708,0.009688684716820717,8412,0.007075785659253597
131958,FREEZE / W . MACHINE,8418,8418,0.9323348999023438,8419,0.017840974032878876,8481,0.013398690149188042
178424,SUPERNOVA DG SET 750 KVA,8502,3917,0.9705444574356079,4009,0.012939105741679668,7304,0.00740567734465003
34085,FOAMING AGEN,3812,2106,0.3986949622631073,3002,0.0975496843457222,3004,0.09231138229370117
46714,Plastic Food Storage Containers,3924,3924,0.7731187343597412,3923,0.19931474328041077,3926,0.021587368100881577
192605,loud speaker,8518,8467,0.060303088277578354,8461,0.05807007476687431,8462,0.04931002855300903
80202,MEN COLOR BLOCK LACE UP FRONT SKATE SHOES,6403,6404,0.3690454065799713,9506,0.30067628622055054,6112,0.11677752435207367
109836,TEE - CONNECTOR SUITABLE FOR 1 X BLUE JAY ACSR CONDUCTOR AS MAIN AND BRANCH,7616,8421,0.3138502538204193,9018,0.17054641246795654,8424,0.12566277384757996
145453,RUBBER ELEMENT - MACHINE SPARE PARTS - BRAND VOLVO,8431,7307,0.444602370262146,8431,0.23644933104515076,4009,0.18406414985656738
187655,USED HEATER,8516,8516,0.8937460780143738,8514,0.053647205233573914,8419,0.03800974413752556
62063,OFFICE NOTE BOOK,4820,4820,0.9964876174926758,4819,0.0013535043690353632,3926,0.000961859303060919
103647,A 1157 Proline Saucepan w / lid 16 x 10 cm / 2.0 l . ,7323,7615,0.6829308271408081,7616,0.29878348112106323,7610,0.012182478792965412
