,Description,True Label,Top1,Proba Top1,Top2,Proba Top2,Top3,Proba Top3
1213,KINDER MINI CHOC PCH T 12,0405,1704,0.09337564557790756,1806,0.09091147035360336,9503,0.04917902126908302
26504,MIX ENERGY FLAVOURING 113959,3302,3302,0.8076316118240356,0910,0.025011828169226646,2103,0.020099984481930733
168143,BEARING 56425 / 56650 BRAND BW,8482,8482,0.9962204098701477,8483,0.0036949249915778637,8708,4.250089477864094e-05
12473,DD PROV GLACE CHERRIES 100 G,2106,1704,0.15722230076789856,1806,0.1512332558631897,1905,0.10480616986751556
84490,WOOD SOUL COTTON,6907,5205,0.03666362166404724,5511,0.03424733877182007,5407,0.0295648742467165
84763,KID WHITE BATH BASIN,6910,3922,0.3462601602077484,6910,0.3373344838619232,7324,0.10899550467729568
143095,BIT END R . H . BULLDOZER TOOLBOX ,8431,8205,0.22580327093601227,8206,0.2199127972126007,8207,0.2132311910390854
15018,BOMBAY SAPPHIRE 100 CL 47 % ,2208,2208,0.3134707808494568,3808,0.07323946058750153,2204,0.06964841485023499
168041,BEARING 51110 BRAND BW,8482,8482,0.9977909326553345,8483,0.0021595745347440243,8708,2.2910306142875925e-05
125174,PR 54 R HAMMER,8412,8205,0.32551589608192444,8467,0.11601603776216507,8431,0.0665917843580246
175681,COMPRESSION RING 2.50 IN TAPER FACED,8484,8477,0.08085572719573975,8431,0.063336081802845,8483,0.047477059066295624
23905,510 LITRES OF TECAMIN MAX FERTILIZER,3105,3105,0.12621010839939117,1511,0.07955259084701538,1515,0.07671333849430084
38662,Wannate HB 75,3911,2710,0.038035254925489426,3808,0.03756609559059143,1704,0.033457476645708084
44383,CONTAINING BOX,3923,4819,0.15898385643959045,3923,0.10689451545476913,4202,0.06965208053588867
181169,Sony cr 1632 batteries,8506,8507,0.5956591963768005,8506,0.2362797111272812,8504,0.11563030630350113
137335,PURE WATER CARTRIDGE OMNIA 067,8421,3707,0.23858359456062317,8421,0.23511150479316711,9306,0.06422363966703415
34682,ALB 2 300 T COBAS C INTEGRA,3822,2710,0.05814850330352783,8517,0.05379912257194519,4011,0.03289657086133957
155452,THREE CLAW HYDRAULIC PULL,8467,8425,0.2577570974826813,8483,0.11999943107366562,8431,0.10329918563365936
124729,ACTUATOR PNEUMATIC PART NO 921190 - 11350532 TYPE DOUBLE ACTING MATERIAL ALUMINIUM ANODIZED SEATED,8412,8431,0.05048520117998123,8546,0.049907002598047256,9026,0.04065701737999916
2245,FRESH CIRTUS,0805,2103,0.08259324729442596,2009,0.03632500395178795,2209,0.03449933975934982
248851,UV / VI IS SPECTROPHOTOMETER BK - D 5 - 590,9027,9027,0.41101551055908203,9022,0.10077018290758133,9031,0.05249941349029541
106079,FLIGHT CASE ANGLE CUTTER,7326,8203,0.14664600789546967,8205,0.10423457622528076,8207,0.07398273795843124
217064,USED TOYOPTA LAND CRUISER PRADO,8703,8703,0.6526781320571899,8704,0.1692497730255127,8702,0.08568176627159119
37762,1500 KGS OF PVP K 30,3905,3102,0.10598767548799515,3904,0.09248937666416168,3105,0.08356881886720657
229382,STABILISER LINK 04 SKV 003,8708,8483,0.11652655899524689,8536,0.11113099753856659,8431,0.05656815692782402
161529,VENTURI UPPER PART,8477,9018,0.0729360282421112,8481,0.04005908593535423,9021,0.03511124849319458
197207,ELEDTRICAL CAPACITOR 22.5 MFD 520 SR . NO . 17103009 & 20080807 ,8532,8532,0.2765751779079437,8504,0.18124261498451233,8536,0.10124029219150543
45569,ANAASA HD BLACK KNIFE 20 PCS X 50 PKTS ,3924,3305,0.11564261466264725,1704,0.07868468761444092,8212,0.07133006304502487
128592,WSD 20 - 15 400 V SUBMERSIBLE DEWATERING PUMP PUMP COMPLETE WITH 400 V INTELLEGENT PUMP CONTROL FLOAT SWITCH 5 M AND 50 MM STAND PIPE C / W 150 # FLANGE,8413,8413,0.8632562756538391,8481,0.025784041732549667,8414,0.021827172487974167
249240,ODOMETER SET,9029,8708,0.1358119696378708,8483,0.06527644395828247,8714,0.04454902932047844
176204,Industrial Refrigeration Spares - s,8484,8421,0.24930080771446228,8419,0.08158133178949356,8418,0.06040532514452934
24753,DECK DRESSING 1 LITRE DEEP BROWN,3208,6910,0.1909009963274002,3401,0.08642172813415527,3922,0.07500448822975159
240393,POLYCARBONATE LENS ,9004,9004,0.2704021632671356,9001,0.2172039896249771,9002,0.12494966387748718
104632,STAINLESS STEEL ICING TIP,7323,7607,0.10117202252149582,7208,0.07951468974351883,7606,0.06630607694387436
226326,FACE FR BUMPER,8708,7009,0.3959023952484131,8708,0.22154322266578674,8512,0.08538780361413956
210606,CABLE TIES,8547,8544,0.6904074549674988,7413,0.054029952734708786,7312,0.03971768170595169
70234,CLAYTON MENS SHIRT - S / S - MED,6109,6109,0.24640537798404694,6205,0.21935738623142242,6203,0.11105084419250488
9920,RITTERDCHOCHAZELNUT 100 G,1905,1806,0.2192813903093338,1904,0.20085349678993225,1905,0.1252346783876419
16527,SUPER WHITE,2522,3204,0.12768316268920898,3215,0.03512658551335335,5407,0.023016542196273804
259417,PEN LAMP,9405,9405,0.4021231532096863,8512,0.19942593574523926,9608,0.10671452432870865
144512,KALMAR FORKLIFT SPARES,8431,8483,0.07667382806539536,8431,0.06022791191935539,8708,0.042689863592386246
131958,FREEZE / W . MACHINE,8418,8418,0.051062747836112976,8422,0.05031217262148857,8516,0.042546264827251434
178424,SUPERNOVA DG SET 750 KVA,8502,8504,0.1840934455394745,8536,0.1331026703119278,8501,0.05731743201613426
34085,FOAMING AGEN,3812,2710,0.019770175218582153,3824,0.017781749367713928,8714,0.016383035108447075
46714,Plastic Food Storage Containers,3924,3923,0.33162984251976013,3924,0.2573834955692291,8609,0.11278311163187027
192605,loud speaker,8518,8518,0.9708930253982544,8527,0.018552353605628014,8519,0.006671182345598936
80202,MEN COLOR BLOCK LACE UP FRONT SKATE SHOES,6403,6403,0.3123568892478943,6402,0.2610076069831848,6404,0.21903379261493683
109836,TEE - CONNECTOR SUITABLE FOR 1 X BLUE JAY ACSR CONDUCTOR AS MAIN AND BRANCH,7616,8536,0.37305885553359985,8544,0.13062605261802673,8546,0.06112043559551239
145453,RUBBER ELEMENT - MACHINE SPARE PARTS - BRAND VOLVO,8431,4011,0.2954048812389374,8714,0.12616753578186035,4010,0.10104035586118698
187655,USED HEATER,8516,8516,0.8959774971008301,7321,0.04304029420018196,8419,0.014960040338337421
62063,OFFICE NOTE BOOK,4820,4820,0.588403582572937,9403,0.12182172387838364,4901,0.11027691513299942
103647,A 1157 Proline Saucepan w / lid 16 x 10 cm / 2.0 l . ,7323,7323,0.14134018123149872,7615,0.08298198878765106,3921,0.06806035339832306
